step	dice_multi
0	0.4948749993118218
1	0.4948749993118218
2	0.862725977285651
3	0.9112147310366812
4	0.8899455132524288
5	0.9159773569667609
6	0.9306485683132031
7	0.9213473232017588
8	0.9221521576115044
